0,0.0015959479,0.9984041
1,2.1234584e-05,0.9999788
2,1.139719e-06,0.9999988
3,1.4578863e-07,0.9999999
4,8.753038e-06,0.9999913
5,0.99999964,3.8101743e-07
6,1.4526167e-07,0.9999999
7,0.9999962,3.8077985e-06
8,3.5483998e-05,0.9999645
9,4.207491e-08,1.0
10,0.003894279,0.99610573
11,0.00048033317,0.9995197
12,3.6827484e-07,0.99999964
13,1.7261844e-08,1.0
14,2.806736e-08,1.0
15,0.99999774,2.2297168e-06
16,7.2501035e-07,0.9999993
17,0.99999523,4.786354e-06
18,0.9999995,4.7697495e-07
19,9.319235e-06,0.9999907
20,0.998396,0.0016040565
21,8.780729e-08,0.9999999
22,2.8285715e-06,0.99999714
23,1.3136198e-06,0.9999987
24,0.99959916,0.00040081295
25,0.00047557478,0.9995245
26,6.4635407e-07,0.9999994
27,3.0994048e-08,1.0
28,4.7848935e-08,1.0
29,3.0763627e-09,1.0
30,5.3380973e-08,1.0
31,5.9615983e-09,1.0
32,1.0,7.2285053e-09
33,9.2290236e-07,0.99999905
34,9.417741e-08,0.9999999
35,1.1080564e-08,1.0
36,1.770501e-07,0.9999999
37,6.838667e-06,0.9999932
38,0.9997167,0.0002833169
39,1.4701582e-08,1.0
40,1.2745343e-06,0.9999987
41,6.54348e-08,0.9999999
42,7.8125574e-08,0.9999999
43,1.09525615e-07,0.9999999
44,4.506453e-05,0.99995494
45,6.248568e-07,0.9999994
46,0.0013595497,0.9986405
47,1.2618509e-06,0.9999987
48,5.61265e-07,0.9999994
49,2.8056125e-05,0.999972
50,8.3516477e-07,0.99999917
51,1.6059405e-05,0.9999839
52,0.0002465796,0.9997534
53,1.2296759e-08,1.0
54,1.1010088e-09,1.0
55,0.99997675,2.3226117e-05
56,0.00047767418,0.9995223
57,2.5956142e-06,0.9999974
58,0.0002826063,0.9997174
59,4.5257465e-07,0.9999995
60,3.6401758e-08,1.0
61,4.4334747e-06,0.9999956
62,0.99995816,4.178403e-05
63,1.4727823e-08,1.0
64,5.544827e-07,0.9999994
65,8.7773044e-10,1.0
66,1.4838727e-07,0.9999999
67,0.98833954,0.011660466
68,1.0,5.37149e-10
69,1.0603319e-08,1.0
70,6.9365495e-05,0.9999306
71,0.00017979334,0.9998203
72,0.9988865,0.0011134369
73,3.0322994e-05,0.9999697
74,1.3193521e-07,0.9999999
75,0.99971646,0.00028354957
76,7.230084e-06,0.9999927
77,1.0614611e-08,1.0
78,1.0,1.07244205e-08
79,8.5963524e-07,0.99999917
80,1.2396742e-07,0.9999999
81,1.01749684e-07,0.9999999
82,1.987908e-06,0.999998
83,9.996568e-08,0.9999999
84,0.02389321,0.97610676
85,0.00045335895,0.9995466
86,0.9999993,7.4923264e-07
87,5.54006e-08,1.0
88,1.1194339e-05,0.9999888
89,0.00045101537,0.999549
90,1.8075224e-06,0.9999982
91,0.00020152096,0.9997985
92,1.5593877e-06,0.99999845
93,1.5970121e-05,0.999984
94,0.99999964,3.7300384e-07
95,6.245009e-09,1.0
96,4.6910364e-09,1.0
97,3.1494864e-08,1.0
98,5.084411e-06,0.9999949
99,1.7650702e-06,0.9999982
100,7.471506e-08,0.9999999
101,1.207207e-05,0.99998796
102,1.6176244e-08,1.0
103,1.2336766e-08,1.0
104,0.9999682,3.1811804e-05
105,6.095268e-06,0.9999939
106,9.5356995e-08,0.9999999
107,0.00021778829,0.99978226
108,1.0903575e-06,0.9999989
109,7.5502926e-06,0.9999925
110,1.3690494e-09,1.0
111,1.0,2.1889442e-10
112,1.2317884e-06,0.9999988
113,1.6407907e-06,0.99999833
114,7.886104e-05,0.9999211
115,1.0,6.610679e-09
116,2.8208615e-05,0.99997175
117,2.4396312e-09,1.0
118,1.0769491e-09,1.0
119,0.98972136,0.010278619
120,8.515136e-08,0.9999999
121,3.5253226e-05,0.9999647
122,1.5353471e-08,1.0
123,4.750148e-08,1.0
124,0.9999982,1.8287363e-06
125,0.013532774,0.9864673
126,8.8230856e-08,0.9999999
127,1.0,5.228929e-09
128,0.99942255,0.00057744246
129,9.058577e-08,0.9999999
130,7.2224142e-09,1.0
131,1.0,4.2188253e-10
132,0.00015546978,0.99984455
133,0.99999976,1.8005855e-07
134,3.923279e-08,1.0
135,9.203616e-08,0.9999999
136,2.9447526e-07,0.99999976
137,1.0,2.1676314e-09
138,0.15755162,0.84244835
139,1.2457256e-05,0.9999875
140,3.3010174e-08,1.0
141,1.15275025e-08,1.0
142,8.268813e-07,0.99999917
143,0.0021037962,0.9978962
144,4.4436103e-05,0.99995553
145,7.824032e-06,0.99999213
146,8.644869e-05,0.9999136
147,0.99977964,0.00022033749
148,6.061697e-09,1.0
149,7.234602e-09,1.0
150,2.6852378e-05,0.9999732
151,2.6308277e-07,0.99999976
